adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
0000885508-24-000059,885508,STRATUS PROPERTIES INC,6552,US,TX,AUSTIN,78701,212 LAVACA STREET,SUITE 300,5124785788,US,TX,AUSTIN,78701,212 LAVACA STREET,SUITE 300,US,DE,721211572,FM PROPERTIES INC,19930328,4-NON,0,1231,10-Q,20240630,2024,Q2,20240813,2024-08-13 16:37:00,0,1,strs-20240630_htm.xml,1,
0000950170-24-096220,926617,ASPIRA WOMEN'S HEALTH INC.,2835,US,TX,AUSTIN,78738,12117 BEE CAVES ROAD BUILDING THREE,SUITE 100,512-519-0400,US,TX,AUSTIN,78738,12117 BEE CAVES ROAD BUILDING THREE,SUITE 100,US,DE,330595156,"VERMILLION, INC.",20070824,4-NON,0,1231,10-Q,20240630,2024,Q2,20240813,2024-08-13 16:13:00,0,1,awh-20240630_htm.xml,1,
0001193125-24-199833,1183765,"MOLECULAR TEMPLATES, INC.",2834,US,TX,AUSTIN,78729,9301 AMBERGLEN BLVD,SUITE 100,512 896 1555,US,TX,AUSTIN,78729,9301 AMBERGLEN BLVD,SUITE 100,US,DE,943409596,THRESHOLD PHARMACEUTICALS INC,20020828,4-NON,0,1231,DEF 14A,20240930,,,20240813,2024-08-13 16:43:00,0,0,d781460ddef14a_htm.xml,1,
0001437749-24-026166,1595248,"GENPREX, INC.",2834,US,TX,AUSTIN,78712,"1601 TRINITY STREET, BLDG. B",SUITE 3.322,512-537-7997,US,TX,AUSTIN,78712,"1601 TRINITY STREET, BLDG. B",SUITE 3.322,US,TX,900772347,,,4-NON,0,1231,8-K,20240731,,,20240813,2024-08-13 8:38:00,0,0,gnpx20240803_8k_htm.xml,1,
0000950170-24-097001,1095981,"PLUS THERAPEUTICS, INC.",3841,US,TX,AUSTIN,78756,4200 MARATHON BLVD.,SUITE 200,737.255.7194,US,TX,AUSTIN,78756,4200 MARATHON BLVD.,SUITE 200,US,DE,330827593,"CYTORI THERAPEUTICS, INC.",20050712,4-NON,0,1231,8-K,20240731,,,20240814,2024-08-14 16:09:00,0,0,pstv-20240814_htm.xml,1,
0000950170-24-097079,1785056,"INTERACTIVE STRENGTH, INC.",3600,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,3106978655,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,US,DE,821432916,,,4-NON,0,1231,8-K,20240731,,,20240814,2024-08-14 16:29:00,0,0,trnr-20240814_htm.xml,1,
0000950170-24-097091,1095981,"PLUS THERAPEUTICS, INC.",3841,US,TX,AUSTIN,78756,4200 MARATHON BLVD.,SUITE 200,737.255.7194,US,TX,AUSTIN,78756,4200 MARATHON BLVD.,SUITE 200,US,DE,330827593,"CYTORI THERAPEUTICS, INC.",20050712,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 16:31:00,0,1,pstv-20240630_htm.xml,1,
0000950170-24-097095,1780312,"AST SPACEMOBILE, INC.",4899,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,9179694834,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,US,DE,0,NEW PROVIDENCE ACQUISITION CORP.,20190620,4-NON,0,1231,8-K,20240731,,,20240814,2024-08-14 16:34:00,0,0,asts-20240814_htm.xml,1,
0000950170-24-097099,1780312,"AST SPACEMOBILE, INC.",4899,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,9179694834,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,US,DE,0,NEW PROVIDENCE ACQUISITION CORP.,20190620,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 16:36:00,0,1,asts-20240630_htm.xml,1,
0000950170-24-097199,1420565,"AILERON THERAPEUTICS, INC.",2834,US,TX,AUSTIN,78758,12407 N. MOPAC EXPY.,SUITE 250 #390,7378021989,US,TX,AUSTIN,78758,12407 N. MOPAC EXPY.,SUITE 250 #390,,,134196017,AILERON THERAPEUTICS INC,20071207,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 17:13:00,0,1,alrn-20240630_htm.xml,1,
0000950170-24-097225,1785056,"INTERACTIVE STRENGTH, INC.",3600,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,3106978655,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,US,DE,821432916,,,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 17:22:00,0,1,trnr-20240630_htm.xml,1,
0001171843-24-004792,1183765,"MOLECULAR TEMPLATES, INC.",2834,US,TX,AUSTIN,78729,9301 AMBERGLEN BLVD,SUITE 100,512 896 1555,US,TX,AUSTIN,78729,9301 AMBERGLEN BLVD,SUITE 100,US,DE,943409596,THRESHOLD PHARMACEUTICALS INC,20020828,4-NON,0,1231,8-K,20240731,,,20240814,2024-08-14 16:26:00,0,0,f8k_081424_htm.xml,1,
0001185185-24-000795,1560452,TEXAS REPUBLIC CAPITAL CORP,6311,US,TX,AUSTIN,78738,13215 BEE CAVES PARKWAY,,5123300099,US,TX,AUSTIN,78738,13215 BEE CAVES PARKWAY,,US,TX,455311713,,,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 9:24:00,0,1,trcc20240630_10q_htm.xml,1,
0001193125-24-200574,1634452,AB PRIVATE CREDIT INVESTORS CORP,,US,TX,AUSTIN,78701,405 COLORADO STREET,SUITE 1500,(512) 721-2900,US,TX,AUSTIN,78701,405 COLORADO STREET,SUITE 1500,US,MD,0,AB PRIVATE CREDIT CORP,20150219,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 15:31:00,0,1,d645076d10q_htm.xml,1,
0001193125-24-200739,1420565,"AILERON THERAPEUTICS, INC.",2834,US,TX,AUSTIN,78758,12407 N. MOPAC EXPY.,SUITE 250 #390,7378021989,US,TX,AUSTIN,78758,12407 N. MOPAC EXPY.,SUITE 250 #390,,,134196017,AILERON THERAPEUTICS INC,20071207,4-NON,0,1231,8-K,20240731,,,20240814,2024-08-14 17:24:00,0,0,d882513d8k_htm.xml,1,
0001213900-24-068930,1914023,ACRI CAPITAL ACQUISITION CORP,6770,US,TX,AUSTIN,78729,13284 POND SPRING RD,STE 405,5126661277,US,TX,AUSTIN,78729,13284 POND SPRING RD,STE 405,US,DE,874328187,,,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 15:47:00,0,1,ea0210391-10q_acri_htm.xml,1,
0001213900-24-068964,1733413,"TFF PHARMACEUTICALS, INC.",2834,US,TX,AUSTIN,78746,"2600 VIA FORTUNA, SUITE 360",,737-802-1973,US,TX,AUSTIN,78746,"2600 VIA FORTUNA, SUITE 360",,US,DE,824344737,,,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 16:01:00,0,1,ea0210571-10q_tffpharma_htm.xml,1,
0001213900-24-068991,1733413,"TFF PHARMACEUTICALS, INC.",2834,US,TX,AUSTIN,78746,"2600 VIA FORTUNA, SUITE 360",,737-802-1973,US,TX,AUSTIN,78746,"2600 VIA FORTUNA, SUITE 360",,US,DE,824344737,,,4-NON,0,1231,8-K,20240731,,,20240814,2024-08-14 16:05:00,0,0,ea0211390-8k_tffpharma_htm.xml,1,
0001213900-24-069011,1837929,NEW PROVIDENCE ACQUISITION CORP. II,6770,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,917-969-4834,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,US,DE,0,,,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 16:11:00,0,1,ea0211074-10q_newpro2_htm.xml,1,
0001437749-24-026595,1507957,IDEAL POWER INC.,3674,US,TX,AUSTIN,78735,5508 HIGHWAY 290 WEST,SUITE 120,512-264-1542,US,TX,AUSTIN,78735,5508 HIGHWAY 290 WEST,SUITE 120,US,DE,141999058,"IDEAL POWER CONVERTERS, INC.",20101215,4-NON,0,1231,8-K,20240731,,,20240814,2024-08-14 9:25:00,0,0,ipwr20240813_8k_htm.xml,1,
0001437749-24-026596,1507957,IDEAL POWER INC.,3674,US,TX,AUSTIN,78735,5508 HIGHWAY 290 WEST,SUITE 120,512-264-1542,US,TX,AUSTIN,78735,5508 HIGHWAY 290 WEST,SUITE 120,US,DE,141999058,"IDEAL POWER CONVERTERS, INC.",20101215,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 9:26:00,0,1,ipwr20240630_10q_htm.xml,1,
0001477932-24-004870,1682265,"RELIANT HOLDINGS, INC.",1700,US,TX,AUSTIN,78750,12343 HYMEADOW DRIVE,SUITE 3-A,512-917-2930,US,TX,AUSTIN,78750,12343 HYMEADOW DRIVE,SUITE 3-A,US,NV,472200506,,,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 17:28:00,0,1,reliant_10q_htm.xml,1,
0001558370-24-012257,1183765,"MOLECULAR TEMPLATES, INC.",2834,US,TX,AUSTIN,78729,9301 AMBERGLEN BLVD,SUITE 100,512 896 1555,US,TX,AUSTIN,78729,9301 AMBERGLEN BLVD,SUITE 100,US,DE,943409596,THRESHOLD PHARMACEUTICALS INC,20020828,4-NON,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 16:37:00,0,1,mtem-20240630x10q_htm.xml,1,
0001828852-24-000121,1828852,"MONDEE HOLDINGS, INC.",4700,US,TX,AUSTIN,78750,"10800 PECAN PARK BLVD, SUITE 400",,(866) 855-9630,US,TX,AUSTIN,78750,"10800 PECAN PARK BLVD, SUITE 400",,,,883292448,ITHAX ACQUISITION CORP.,20201019,2-ACC,0,1231,8-K,20240731,,,20240814,2024-08-14 7:07:00,0,0,mond-20240814_htm.xml,1,
0001828852-24-000123,1828852,"MONDEE HOLDINGS, INC.",4700,US,TX,AUSTIN,78750,"10800 PECAN PARK BLVD, SUITE 400",,(866) 855-9630,US,TX,AUSTIN,78750,"10800 PECAN PARK BLVD, SUITE 400",,,,883292448,ITHAX ACQUISITION CORP.,20201019,2-ACC,0,1231,10-Q,20240630,2024,Q2,20240814,2024-08-14 17:08:00,0,1,mond-20240630_htm.xml,1,
0000950170-24-097368,1828161,"FTC SOLAR, INC.",3674,US,TX,AUSTIN,78759,"9020 N CAPITAL OF TEXAS HWY, SUITE I-260",,(907) 312-0717,US,TX,AUSTIN,78759,"9020 N CAPITAL OF TEXAS HWY, SUITE I-260",,US,DE,814816270,,,2-ACC,0,1231,8-K,20240731,,,20240815,2024-08-15 7:50:00,0,0,ftci-20240815_htm.xml,1,
0001193125-24-201372,1095981,"PLUS THERAPEUTICS, INC.",3841,US,TX,AUSTIN,78756,4200 MARATHON BLVD.,SUITE 200,737.255.7194,US,TX,AUSTIN,78756,4200 MARATHON BLVD.,SUITE 200,US,DE,330827593,"CYTORI THERAPEUTICS, INC.",20050712,4-NON,0,1231,8-K,20240731,,,20240815,2024-08-15 16:51:00,0,0,d864499d8k_htm.xml,1,
0000950170-24-098116,1828161,"FTC SOLAR, INC.",3674,US,TX,AUSTIN,78759,"9020 N CAPITAL OF TEXAS HWY, SUITE I-260",,(907) 312-0717,US,TX,AUSTIN,78759,"9020 N CAPITAL OF TEXAS HWY, SUITE I-260",,US,DE,814816270,,,2-ACC,0,1231,8-K,20240831,,,20240816,2024-08-16 16:46:00,0,0,ftci-20240816_htm.xml,1,
0000885508-24-000061,885508,STRATUS PROPERTIES INC,6552,US,TX,AUSTIN,78701,212 LAVACA STREET,SUITE 300,5124785788,US,TX,AUSTIN,78701,212 LAVACA STREET,SUITE 300,US,DE,721211572,FM PROPERTIES INC,19930328,4-NON,0,1231,8-K,20240831,,,20240819,2024-08-19 16:47:00,0,0,strs-20240819_htm.xml,1,
0001104659-24-090847,2015947,SILVERBOX CORP IV,6770,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,,512-575-3637,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,,,,862754279,,,,0,1231,8-K,20240731,,,20240819,2024-08-19 16:15:00,0,0,tm248249d16_8k_htm.xml,1,
0001493152-24-033069,1657045,NEXT-CHEMX CORPORATION.,2890,US,TX,AUSTIN,78746,901 MOPAC EXPRESSWAY SOUTH BUILDING 1,SUITE 300,512-663-2690,US,TX,AUSTIN,78746,901 MOPAC EXPRESSWAY SOUTH BUILDING 1,SUITE 300,US,NV,320446353,"ALLYME GROUP, INC./NV",20181227,4-NON,0,1231,10-Q,20240630,2024,Q2,20240819,2024-08-19 16:01:00,0,1,form-10q_htm.xml,1,
0001628280-24-037702,1839341,"CORE SCIENTIFIC, INC./TX",6199,US,TX,AUSTIN,78701,"106 EAST 6TH STREET, SUITE 900-145",,(425) 998-5300,US,TX,AUSTIN,78701,"106 EAST 6TH STREET, SUITE 900-145",,US,DE,0,POWER & DIGITAL INFRASTRUCTURE ACQUISITION CORP.,20210106,2-ACC,0,1231,8-K,20240731,,,20240819,2024-08-19 16:16:00,0,0,core-20240813_htm.xml,1,
0001193125-24-203232,1579733,"VITAL FARMS, INC.",2000,US,TX,AUSTIN,78704,3601 SOUTH CONGRESS AVENUE,SUITE C100,(877) 455-3063,US,TX,AUSTIN,78704,3601 SOUTH CONGRESS AVENUE,SUITE C100,US,DE,270496985,,,2-ACC,0,1231,8-K,20240731,,,20240820,2024-08-20 8:01:00,0,0,d883522d8k_htm.xml,1,
0001828852-24-000129,1828852,"MONDEE HOLDINGS, INC.",4700,US,TX,AUSTIN,78750,"10800 PECAN PARK BLVD, SUITE 400",,(866) 855-9630,US,TX,AUSTIN,78750,"10800 PECAN PARK BLVD, SUITE 400",,,,883292448,ITHAX ACQUISITION CORP.,20201019,2-ACC,0,1231,8-K,20240731,,,20240820,2024-08-20 9:11:00,0,0,mond-20240814_htm.xml,1,
0001079973-24-001293,700764,"VICTORY CLEAN ENERGY, INC.",1311,US,TX,AUSTIN,78738,"14425 FALCON HEAD BLVD., BLDG E",SUITE 100,512-607-5558,US,TX,AUSTIN,78738,"14425 FALCON HEAD BLVD., BLDG E",SUITE 100,US,NV,870564472,"VICTORY OILFIELD TECH, INC.",20180606,4-NON,0,1231,8-K,20240831,,,20240821,2024-08-21 16:15:00,0,0,vyey_8k_htm.xml,1,
0001193125-24-204425,1420565,"AILERON THERAPEUTICS, INC.",2834,US,TX,AUSTIN,78758,12407 N. MOPAC EXPY.,SUITE 250 #390,7378021989,US,TX,AUSTIN,78758,12407 N. MOPAC EXPY.,SUITE 250 #390,,,134196017,AILERON THERAPEUTICS INC,20071207,4-NON,0,1231,8-K,20240831,,,20240821,2024-08-21 16:17:00,0,0,d862681d8k_htm.xml,1,
0000950170-24-100172,1785056,"INTERACTIVE STRENGTH, INC.",3600,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,3106978655,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,US,DE,821432916,,,4-NON,0,1231,8-K,20240831,,,20240823,2024-08-23 16:06:00,0,0,trnr-20240820_htm.xml,1,
0001104659-24-092466,2015947,SILVERBOX CORP IV,6770,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,,512-575-3637,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,,,,862754279,,,,0,1231,8-K,20240831,,,20240823,2024-08-23 16:31:00,0,0,tm2422229d1_8k_htm.xml,1,
0001104659-24-092468,1859686,SILVERBOX CORP III,6770,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,"BUILDING 2, SUITE 285",512-575-3637,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,"BUILDING 2, SUITE 285",,,862754279,SILVERBOX ENGAGED CORP II,20210429,4-NON,0,1231,8-K,20240831,,,20240823,2024-08-23 16:32:00,0,0,tm2422415d2_8k_htm.xml,1,
0000950170-24-100579,1984060,ATLAS ENERGY SOLUTIONS INC.,1311,US,TX,AUSTIN,78730,5918 WEST COURTYARD DRIVE,SUITE 500,5122201200,US,TX,AUSTIN,78730,5918 WEST COURTYARD DRIVE,SUITE 500,US,DE,932154509,NEW ATLAS HOLDCO INC.,20230703,4-NON,0,1231,8-K,20240831,,,20240826,2024-08-26 16:45:00,0,0,aesi-20240822_htm.xml,1,
0001739942-24-000111,1739942,SOLARWINDS CORP,7372,US,TX,AUSTIN,78735,"7171 SOUTHWEST PKWY., BLDG. 400",,5126829300,US,TX,AUSTIN,78735,"7171 SOUTHWEST PKWY., BLDG. 400",,US,DE,810753267,"SOLARWINDS PARENT, INC.",20180508,2-ACC,0,1231,8-K,20240831,,,20240826,2024-08-26 8:45:00,0,0,swi-20240822_htm.xml,1,
0001213900-24-073025,1914023,ACRI CAPITAL ACQUISITION CORP,6770,US,TX,AUSTIN,78729,13284 POND SPRING RD,STE 405,5126661277,US,TX,AUSTIN,78729,13284 POND SPRING RD,STE 405,US,DE,874328187,,,4-NON,0,1231,8-K,20240831,,,20240827,2024-08-27 17:01:00,0,0,ea021255801-8k_acricapital_htm.xml,1,
0001628280-24-038529,317788,"DIGITAL TURBINE, INC.",6794,US,TX,AUSTIN,78701,111 NUECES STREET,,(512) 387-7717,US,TX,AUSTIN,78701,111 NUECES STREET,,US,DE,222267658,"MANDALAY DIGITAL GROUP, INC.",20120207,1-LAF,0,331,8-K,20240831,,,20240827,2024-08-27 16:04:00,0,0,apps-20240827_htm.xml,1,
0001493152-24-034117,1780312,"AST SPACEMOBILE, INC.",4899,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,9179694834,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,US,DE,0,NEW PROVIDENCE ACQUISITION CORP.,20190620,4-NON,0,1231,8-K,20240831,,,20240828,2024-08-28 8:05:00,0,0,form8-k_htm.xml,1,
0001535527-24-000017,1535527,"CROWDSTRIKE HOLDINGS, INC.",7372,US,TX,AUSTIN,78701,206 E. 9TH STREET,SUITE 1400,888-512-8906,US,TX,AUSTIN,78701,206 E. 9TH STREET,SUITE 1400,US,DE,453788918,,,1-LAF,0,131,8-K,20240831,,,20240828,2024-08-28 16:07:00,0,0,crwd-20240828_htm.xml,1,
0001535527-24-000020,1535527,"CROWDSTRIKE HOLDINGS, INC.",7372,US,TX,AUSTIN,78701,206 E. 9TH STREET,SUITE 1400,888-512-8906,US,TX,AUSTIN,78701,206 E. 9TH STREET,SUITE 1400,US,DE,453788918,,,1-LAF,0,131,10-Q,20240731,2025,Q2,20240829,2024-08-28 21:55:00,0,1,crwd-20240731_htm.xml,1,
0001104659-24-095231,1859686,SILVERBOX CORP III,6770,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,"BUILDING 2, SUITE 285",512-575-3637,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,"BUILDING 2, SUITE 285",,,862754279,SILVERBOX ENGAGED CORP II,20210429,4-NON,0,1231,8-K,20240831,,,20240830,2024-08-30 8:00:00,0,0,tm2422958d1_8k_htm.xml,1,
0001437749-24-028339,1595248,"GENPREX, INC.",2834,US,TX,AUSTIN,78712,"1601 TRINITY STREET, BLDG. B",SUITE 3.322,512-537-7997,US,TX,AUSTIN,78712,"1601 TRINITY STREET, BLDG. B",SUITE 3.322,US,TX,900772347,,,4-NON,0,1231,8-K,20240831,,,20240904,2024-09-04 9:31:00,0,0,gnpx20240703_8k_htm.xml,1,
0001493152-24-034970,1572565,INDOOR HARVEST CORP,3590,US,TX,AUSTIN,78739,7401 W. SLAUGHTER LANE #5078,,(346) 310-3427,US,TX,AUSTIN,78739,7401 W. SLAUGHTER LANE #5078,,US,TX,455577364,,,4-NON,0,1231,10-K/A,20231231,2023,FY,20240904,2024-09-04 14:50:00,0,1,form10-ka_htm.xml,1,
0001493152-24-035008,1780312,"AST SPACEMOBILE, INC.",4899,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,9179694834,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,US,DE,0,NEW PROVIDENCE ACQUISITION CORP.,20190620,4-NON,0,1231,8-K,20240831,,,20240904,2024-09-04 18:25:00,0,0,form8-k_htm.xml,1,
0000950170-24-104029,1785056,"INTERACTIVE STRENGTH, INC.",3600,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,3106978655,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,US,DE,821432916,,,4-NON,0,1231,8-K,20240831,,,20240905,2024-09-05 16:24:00,0,0,trnr-20240830_htm.xml,1,
0001193125-24-213775,1780312,"AST SPACEMOBILE, INC.",4899,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,9179694834,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,US,DE,0,NEW PROVIDENCE ACQUISITION CORP.,20190620,4-NON,0,1231,8-K,20240831,,,20240905,2024-09-05 9:35:00,0,0,d651229d8k_htm.xml,1,
0001628280-24-039540,1839341,"CORE SCIENTIFIC, INC./TX",6199,US,TX,AUSTIN,78701,"106 EAST 6TH STREET, SUITE 900-145",,(425) 998-5300,US,TX,AUSTIN,78701,"106 EAST 6TH STREET, SUITE 900-145",,US,DE,0,POWER & DIGITAL INFRASTRUCTURE ACQUISITION CORP.,20210106,2-ACC,0,1231,8-K,20240831,,,20240905,2024-09-05 16:10:00,0,0,core-20240905_htm.xml,1,
0001999371-24-011429,1911129,"CROWDSTREET REIT I, INC.",,US,TX,AUSTIN,78701,98 SAN JACINTO BLVD,4TH FLOOR,971-803-3110,US,TX,AUSTIN,78701,98 SAN JACINTO BLVD,4TH FLOOR,US,DE,0,"CROWDSTREET PRIVATE EQUITY REIT I, INC.",20220214,,0,1231,N-CSRS,20240630,,,20240905,2024-09-05 16:28:00,0,0,crowdstreet-ncsrs_063024_htm.xml,1,
0001193125-24-214783,1634452,AB PRIVATE CREDIT INVESTORS CORP,,US,TX,AUSTIN,78701,405 COLORADO STREET,SUITE 1500,(512) 721-2900,US,TX,AUSTIN,78701,405 COLORADO STREET,SUITE 1500,US,MD,0,AB PRIVATE CREDIT CORP,20150219,4-NON,0,1231,8-K,20240831,,,20240906,2024-09-06 9:20:00,0,0,d831649d8k_htm.xml,1,
0001193125-24-215218,1095981,"PLUS THERAPEUTICS, INC.",3841,US,TX,AUSTIN,78756,4200 MARATHON BLVD.,SUITE 200,737.255.7194,US,TX,AUSTIN,78756,4200 MARATHON BLVD.,SUITE 200,US,DE,330827593,"CYTORI THERAPEUTICS, INC.",20050712,4-NON,0,1231,8-K,20240831,,,20240906,2024-09-06 16:47:00,0,0,d821033d8k_htm.xml,1,
0001386278-24-000071,1386278,GREEN DOT CORP,6199,US,TX,AUSTIN,78701,114 W 7TH STREET SUITE 240,,6267652000,US,OH,CINCINNATI,45241,"4675 CORNELL ROAD, SUITE 280",,US,DE,0,,,1-LAF,0,1231,8-K,20240831,,,20240906,2024-09-06 17:06:00,0,0,gdot-20240906_htm.xml,1,
0001628280-24-039711,1839341,"CORE SCIENTIFIC, INC./TX",6199,US,TX,AUSTIN,78701,"106 EAST 6TH STREET, SUITE 900-145",,(425) 998-5300,US,TX,AUSTIN,78701,"106 EAST 6TH STREET, SUITE 900-145",,US,DE,0,POWER & DIGITAL INFRASTRUCTURE ACQUISITION CORP.,20210106,2-ACC,0,1231,8-K,20240831,,,20240906,2024-09-06 16:34:00,0,0,core-20240906_htm.xml,1,
0000950170-24-104753,1341439,ORACLE CORP,7372,US,TX,AUSTIN,78741,2300 ORACLE WAY,,(737) 867-1000,US,TX,AUSTIN,78741,2300 ORACLE WAY,,,,542185193,OZARK HOLDING INC.,20051013,1-LAF,0,531,8-K,20240831,,,20240909,2024-09-09 16:18:00,0,0,orcl-20240909_htm.xml,1,
0001171843-24-005116,1069530,CASSAVA SCIENCES INC,2834,US,TX,AUSTIN,78731,6801 N CAPITAL OF TEXAS HIGHWAY,BUILDING 1; SUITE 300,512-501-2444,US,TX,AUSTIN,78731,6801 N CAPITAL OF TEXAS HIGHWAY,BUILDING 1; SUITE 300,US,DE,911911336,PAIN THERAPEUTICS INC,20000309,1-LAF,0,1231,8-K,20240831,,,20240909,2024-09-09 8:47:00,1,0,f8k_090924_htm.xml,1,
0001193125-24-215434,1297996,"DIGITAL REALTY TRUST, INC.",6798,US,TX,AUSTIN,78735,"5707 SOUTHWEST PARKWAY, BUILDING 1",SUITE 275,(737) 281-0101,US,TX,AUSTIN,78735,"5707 SOUTHWEST PARKWAY, BUILDING 1",SUITE 275,US,MD,260081711,"DIGITAL REALTY TRUST, INC.",20040722,1-LAF,0,1231,8-K,20240831,,,20240909,2024-09-09 6:05:00,0,0,d842941d8k_htm.xml,2,1494877
0001193125-24-215943,1297996,"DIGITAL REALTY TRUST, INC.",6798,US,TX,AUSTIN,78735,"5707 SOUTHWEST PARKWAY, BUILDING 1",SUITE 275,(737) 281-0101,US,TX,AUSTIN,78735,"5707 SOUTHWEST PARKWAY, BUILDING 1",SUITE 275,US,MD,260081711,"DIGITAL REALTY TRUST, INC.",20040722,1-LAF,0,1231,8-K,20240831,,,20240909,2024-09-09 16:36:00,0,0,d896673d8k_htm.xml,2,1494877
0000950170-24-104905,1341439,ORACLE CORP,7372,US,TX,AUSTIN,78741,2300 ORACLE WAY,,(737) 867-1000,US,TX,AUSTIN,78741,2300 ORACLE WAY,,,,542185193,OZARK HOLDING INC.,20051013,1-LAF,0,531,10-Q,20240831,2025,Q1,20240910,2024-09-10 6:05:00,0,1,orcl-20240831_htm.xml,1,
0000950170-24-105132,1785056,"INTERACTIVE STRENGTH, INC.",3600,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,3106978655,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,US,DE,821432916,,,4-NON,0,1231,8-K,20240831,,,20240910,2024-09-10 16:10:00,0,0,trnr-20240904_htm.xml,1,
0001493152-24-035665,1780312,"AST SPACEMOBILE, INC.",4899,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,9179694834,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,US,DE,0,NEW PROVIDENCE ACQUISITION CORP.,20190620,4-NON,0,1231,8-K,20240831,,,20240910,2024-09-10 17:23:00,0,0,form8-k_htm.xml,1,
0001377789-24-000036,1377789,"AVIAT NETWORKS, INC.",3663,US,TX,AUSTIN,78728,200 PARKER DRIVE,SUITE C100A,4089417100,US,TX,AUSTIN,78728,200 PARKER DRIVE,SUITE C100A,US,DE,205961564,AVIAT NETWORKS INC,20161109,2-ACC,0,630,8-K,20240831,,,20240911,2024-09-11 17:30:00,0,0,avnw-20240911_htm.xml,1,
0001493152-24-035867,1836100,GOAL ACQUISITIONS CORP.,6770,US,TX,AUSTIN,78738,13001 W. HWY 71,SUITE 201,512-287-1871,US,TX,AUSTIN,78738,13001 W. HWY 71,SUITE 201,US,DE,853660880,,,4-NON,0,1231,10-Q,20240630,2024,Q2,20240912,2024-09-11 18:24:00,0,1,form10-q_htm.xml,1,
0001806201-24-000128,1806201,OPEN LENDING CORP,6141,US,TX,AUSTIN,78746,1501 S. MOPAC EXPRESSWAY,SUITE #450,512-892-0400,US,TX,AUSTIN,78746,1501 S. MOPAC EXPRESSWAY,SUITE #450,,,845031428,NEBULA PARENT CORP.,20200310,1-LAF,0,1231,8-K,20240831,,,20240912,2024-09-12 16:49:00,0,0,lpro-20240911_htm.xml,1,
